PO_ID,Product_ID,Order_Date,Promised_ETA_Date,Actual_Arrival_Date,Qty_Ordered,Qty_Received
PO-01014,SKU-034,2025-10-15,2025-11-02,2025-11-02,401,401.0
PO-02436,SKU-082,11-27-2024,2024-12-15,2024-12-16,420,420.0
PO-00615,SKU-021,2024-10-23,2024-11-06,2024-11-09,322,322.0
PO-00205,SKU-007,2025-09-24,2025-10-08,2025-10-09,259,259.0
PO-02061,SKU-069,24/12/2025,2026-01-14,,412,
PO-00825,SKU-028,2025-01-29,2025-02-19,2025-02-19,335,335.0
PO-01488,SKU-050,03/12/2025,2025-12-17,2025-12-20,394,394.0
PO-00411,SKU-014,2025-06-25,2025-07-13,2025-07-13,325,325.0
PO-00793,SKU-027,2024-12-11,2025-01-01,2025-01-01,464,464.0
PO-00407,SKU-014,2025-03-05,2025-03-23,2025-04-02,435,435.0
PO-01810,SKU-061,2025-03-26,2025-04-13,2025-04-25,352,352.0
PO-02932,SKU-098,2025-09-17,2025-10-05,2025-10-07,539,539.0
PO-00133,SKU-005,01-Jan-2025,2025-01-15,2025-01-15,403,403.0
PO-02787,SKU-093,2025-11-26,2025-12-17,2025-12-19,541,541.0
PO-00866,SKU-029,2025-12-24,2026-01-07,,556,
PO-01748,SKU-059,01-22-2025,2025-02-12,2025-02-13,352,352.0
PO-02251,SKU-076,2024-11-06,2024-11-27,2024-11-30,311,311.0
PO-01732,SKU-058,2025-12-03,2025-12-21,2025-12-21,391,391.0
PO-00609,SKU-021,2024-05-29,2024-06-12,2024-06-15,352,352.0
PO-02638,SKU-088,2025-10-22,2025-11-05,2025-11-05,553,553.0
PO-01516,SKU-051,2025-10-01,2025-10-22,2025-10-23,571,571.0
PO-00402,SKU-014,2024-10-30,2024-11-17,2024-11-17,456,456.0
PO-00742,SKU-025,09/07/2025,2025-07-23,2025-07-27,335,335.0
PO-01499,SKU-051,2024-08-14,2024-09-04,2024-09-06,545,446.0
PO-00396,SKU-014,2024-05-29,2024-06-16,2024-06-16,355,355.0
PO-02821,SKU-095,2024-05-08,2024-05-22,2024-05-22,581,581.0
PO-01717,SKU-058,11-06-2024,2024-11-24,2024-11-24,485,485.0
PO-01626,SKU-055,2024-11-13,2024-12-04,2024-12-05,456,336.0
PO-02472,SKU-083,12/03/2025,2025-04-02,2025-04-02,449,409.0
PO-00654,SKU-022,2025-07-09,2025-07-23,2025-07-23,413,413.0
PO-00937,SKU-032,2024-09-11,2024-09-29,2024-09-29,352,352.0
PO-00107,SKU-004,2025-04-09,2025-04-27,2025-04-28,487,487.0
PO-01840,SKU-062,2025-03-26,2025-04-16,2025-04-18,251,251.0
PO-01849,SKU-062,2025-10-29,2025-11-19,2025-11-21,252,252.0
PO-01741,SKU-059,2024-08-14,2024-09-04,2024-09-04,386,386.0
PO-00749,SKU-025,2025-12-17,2025-12-31,,430,
PO-01000,SKU-034,2024-11-06,2024-11-24,2024-11-28,382,382.0
PO-02365,SKU-080,2024-05-08,2024-05-29,2024-06-21,453,453.0
PO-02941,SKU-099,2024-05-01,2024-05-22,2024-05-30,431,431.0
PO-02895,SKU-097,2025-03-26,2025-04-13,2025-05-04,343,343.0
PO-01710,SKU-058,2024-06-12,2024-06-30,2024-06-30,506,506.0
PO-02945,SKU-099,21-Aug-2024,2024-09-11,2024-09-11,468,468.0
PO-01498,SKU-051,2024-07-24,2024-08-14,2024-08-15,398,346.0
PO-01168,SKU-040,2024-04-24,2024-05-08,2024-05-08,353,353.0
PO-01418,SKU-048,2025-03-12,2025-03-30,2025-04-10,407,407.0
PO-01936,SKU-065,17/09/2025,2025-10-08,2025-10-10,360,360.0
PO-01806,SKU-061,2024-12-25,2025-01-12,2025-01-15,380,380.0
PO-01999,SKU-067,2025-11-12,2025-11-30,2025-12-03,302,302.0
PO-01292,SKU-044,2024-10-02,2024-10-16,2024-10-16,355,355.0
PO-00056,SKU-002,2025-09-10,2025-09-28,2025-09-28,474,474.0
PO-02438,SKU-082,2025-01-22,2025-02-09,2025-02-27,451,451.0
PO-01876,SKU-063,09-17-2025,2025-10-01,2025-10-01,466,466.0
PO-01332,SKU-045,11/06/2025,2025-06-25,2025-06-25,385,385.0
PO-00607,SKU-021,2024-04-17,2024-05-01,2024-05-03,268,268.0
PO-00594,SKU-020,2025-06-25,2025-07-13,2025-07-13,331,331.0
PO-02233,SKU-075,2025-07-23,2025-08-06,2025-08-08,523,523.0
PO-01620,SKU-055,03/07/2024,2024-07-24,2024-07-24,553,553.0
PO-02318,SKU-078,2025-06-04,2025-06-25,2025-07-10,312,312.0
PO-00586,SKU-020,12-11-2024,2024-12-29,2024-12-31,230,230.0
PO-02369,SKU-080,08-21-2024,2024-09-11,2024-09-11,508,508.0
PO-01515,SKU-051,2025-09-10,2025-10-01,2025-10-02,384,384.0
PO-00012,SKU-001,2024-10-16,2024-11-03,2024-11-03,467,467.0
PO-00337,SKU-012,2024-06-05,2024-06-19,2024-06-21,554,554.0
PO-00805,SKU-027,05-Nov-2025,2025-11-26,2025-12-01,389,389.0
PO-02861,SKU-096,2024-12-25,2025-01-08,2025-01-09,293,239.0
PO-02158,SKU-073,09-04-2024,2024-09-22,2024-09-22,364,364.0
PO-00642,SKU-022,10-02-2024,2024-10-16,2024-10-18,356,356.0
PO-02865,SKU-096,04-02-2025,2025-04-16,2025-04-16,357,357.0
PO-00664,SKU-023,31-Jan-2024,2024-02-21,2024-02-21,310,310.0
PO-02095,SKU-071,2024-04-10,2024-04-28,2024-04-28,456,456.0
PO-01561,SKU-053,2024-11-13,2024-12-04,2024-12-06,418,418.0
PO-00973,SKU-033,2025-01-22,2025-02-12,2025-02-13,499,499.0
PO-02325,SKU-078,2025-11-19,2025-12-10,2025-12-10,379,379.0
PO-02702,SKU-091,2024-02-28,2024-03-13,2024-03-15,268,268.0
PO-02487,SKU-083,24-Dec-2025,2026-01-14,,736,
PO-00810,SKU-028,2024-01-31,2024-02-21,2024-02-22,379,379.0
PO-00537,SKU-018,2025-07-30,2025-08-13,2025-08-15,439,439.0
PO-01599,SKU-054,2025-03-05,2025-03-19,2025-03-20,260,260.0
PO-02069,SKU-070,2024-07-03,2024-07-17,2024-07-19,434,434.0
PO-02463,SKU-083,2024-08-14,2024-09-04,2024-09-04,279,279.0
PO-02261,SKU-076,2025-07-30,2025-08-20,2025-08-20,229,229.0
PO-02782,SKU-093,07-16-2025,2025-08-06,2025-08-06,482,482.0
PO-01331,SKU-045,2025-05-21,2025-06-04,2025-06-05,452,452.0
PO-00964,SKU-033,06-26-2024,2024-07-17,2024-08-03,530,530.0
PO-00976,SKU-033,2025-04-02,2025-04-23,2025-05-10,460,460.0
PO-02930,SKU-098,2025-08-06,2025-08-24,2025-08-24,309,309.0
PO-02433,SKU-082,2024-09-18,2024-10-06,2024-10-06,376,376.0
PO-02249,SKU-076,2024-09-11,2024-10-02,2024-10-02,287,287.0
PO-01138,SKU-039,2024-04-17,2024-05-05,2024-05-06,505,505.0
PO-01852,SKU-062,2025-12-24,2026-01-14,,354,
PO-01233,SKU-042,2024-11-27,2024-12-11,2024-12-13,390,390.0
PO-00736,SKU-025,2025-02-05,2025-02-19,2025-02-19,390,390.0
PO-00445,SKU-015,2025-08-27,2025-09-10,2025-09-13,361,361.0
PO-00305,SKU-011,2024-05-22,2024-06-05,2024-06-05,467,467.0
PO-01743,SKU-059,25-Sep-2024,2024-10-16,2024-10-16,280,280.0
PO-01242,SKU-042,2025-06-25,2025-07-09,2025-07-10,393,318.0
PO-02070,SKU-070,2024-07-31,2024-08-14,2024-08-14,357,357.0
PO-00688,SKU-023,2025-10-08,2025-10-29,2025-10-29,300,300.0
PO-01460,SKU-049,17/12/2025,2026-01-04,,418,
PO-00111,SKU-004,2025-07-16,2025-08-03,2025-08-04,425,425.0
PO-02488,SKU-084,2024-01-24,2024-02-11,2024-03-03,407,407.0
PO-00060,SKU-002,12-24-2025,2026-01-11,,494,
PO-00618,SKU-021,2025-01-01,2025-01-15,2025-01-16,353,353.0
PO-02223,SKU-075,2024-11-27,2024-12-11,2024-12-16,364,338.0
PO-00890,SKU-030,2025-07-09,2025-07-30,2025-07-30,520,520.0
PO-01297,SKU-044,01-29-2025,2025-02-12,2025-02-16,434,434.0
PO-02115,SKU-071,2025-08-27,2025-09-14,2025-09-16,399,399.0
PO-00379,SKU-013,07/05/2025,2025-05-28,2025-06-18,562,562.0
PO-00223,SKU-008,2024-12-18,2025-01-05,2025-01-05,487,487.0
PO-00814,SKU-028,2024-05-01,2024-05-22,2024-05-31,326,326.0
PO-02846,SKU-095,2025-12-17,2025-12-31,,604,
PO-02774,SKU-093,2025-01-08,2025-01-29,2025-01-29,405,405.0
PO-00757,SKU-026,19-Jun-2024,2024-07-03,2024-07-04,401,401.0
PO-01842,SKU-062,07/05/2025,2025-05-28,2025-06-06,252,252.0
PO-00483,SKU-016,2025-12-24,2026-01-14,,611,
PO-01178,SKU-040,2024-12-25,2025-01-08,2025-01-11,444,444.0
PO-02732,SKU-092,2024-02-14,2024-02-28,2024-02-28,455,455.0
PO-00800,SKU-027,2025-06-11,2025-07-02,2025-07-22,624,624.0
PO-02696,SKU-090,01/10/2025,2025-10-15,2025-10-15,467,467.0
PO-00852,SKU-029,2025-01-01,2025-01-15,2025-01-15,553,553.0
PO-01344,SKU-046,14-Feb-2024,2024-03-03,2024-03-19,499,499.0
PO-01223,SKU-042,20/03/2024,2024-04-03,2024-04-03,472,472.0
PO-00251,SKU-009,2024-09-25,2024-10-09,2024-10-09,-353,353.0
PO-01071,SKU-036,03/09/2025,2025-09-17,2025-09-17,324,324.0
PO-01491,SKU-051,2024-02-07,2024-02-28,2024-03-02,532,532.0
PO-02537,SKU-085,28-May-2025,2025-06-18,2025-07-01,326,326.0
PO-00267,SKU-009,2025-10-22,2025-11-05,2025-11-05,295,276.0
PO-02465,SKU-083,2024-09-25,2024-10-16,2024-10-17,323,323.0
PO-02275,SKU-077,2024-08-07,2024-08-21,2024-08-21,426,426.0
PO-01065,SKU-036,2025-04-23,2025-05-07,2025-05-08,291,291.0
PO-02838,SKU-095,25-Jun-2025,2025-07-09,2025-07-13,649,649.0
PO-01100,SKU-037,16-Jul-2025,2025-07-30,2025-08-02,343,343.0
PO-02014,SKU-068,2024-11-27,2024-12-18,2024-12-20,529,529.0
PO-00493,SKU-017,2024-09-04,2024-09-18,2024-09-18,416,416.0
PO-00511,SKU-017,2025-11-19,2025-12-03,2025-12-04,554,554.0
PO-02478,SKU-083,30-Jul-2025,2025-08-20,2025-08-20,359,359.0
PO-01780,SKU-060,2025-04-16,2025-05-04,2025-05-06,242,242.0
PO-01899,SKU-064,2025-04-02,2025-04-16,2025-04-16,423,423.0
PO-01682,SKU-057,17-Jul-2024,2024-07-31,2024-08-01,300,259.0
PO-01200,SKU-041,08-21-2024,2024-09-11,2024-09-14,311,311.0
PO-02084,SKU-070,2025-06-25,2025-07-09,2025-07-11,445,445.0
PO-02547,SKU-085,2025-12-24,2026-01-14,,613,
PO-01931,SKU-065,2025-05-21,2025-06-11,2025-06-30,497,497.0
PO-01977,SKU-067,19-Jun-2024,2024-07-07,2024-07-07,300,300.0
PO-02497,SKU-084,18-Sep-2024,2024-10-06,2024-10-09,401,401.0
PO-01285,SKU-044,2024-05-01,2024-05-15,2024-05-15,409,409.0
PO-02763,SKU-093,2024-04-03,2024-04-24,2024-05-09,524,524.0
PO-01455,SKU-049,2025-09-10,2025-09-28,2025-09-29,531,531.0
PO-01190,SKU-040,2025-10-15,2025-10-29,2025-10-29,440,440.0
PO-00837,SKU-028,2025-12-24,2026-01-14,,522,
PO-02756,SKU-092,12/11/2025,2025-11-26,2025-11-26,297,219.0
PO-00298,SKU-010,11-26-2025,2025-12-14,2025-12-17,583,529.0
PO-00175,SKU-006,2025-09-17,2025-10-01,2025-10-01,321,321.0
PO-02850,SKU-096,06/03/2024,2024-03-20,2024-03-20,416,416.0
PO-02086,SKU-070,2025-08-13,2025-08-27,2025-08-31,435,435.0
PO-01486,SKU-050,2025-10-08,2025-10-22,2025-10-22,415,415.0
PO-01172,SKU-040,07-Aug-2024,2024-08-21,2024-08-22,376,376.0
PO-01786,SKU-060,2025-09-10,2025-09-28,2025-09-28,322,322.0
PO-02543,SKU-085,22/10/2025,2025-11-12,2025-11-14,432,432.0
PO-00719,SKU-024,2025-12-03,2025-12-21,2025-12-21,561,561.0
PO-00421,SKU-015,2024-02-07,2024-02-21,2024-02-21,621,621.0
PO-02771,SKU-093,10-23-2024,2024-11-13,2024-11-14,432,432.0
PO-01586,SKU-054,01/05/2024,2024-05-15,2024-05-15,260,260.0
PO-01715,SKU-058,2024-09-25,2024-10-13,2024-10-14,365,365.0
PO-00934,SKU-032,2024-06-19,2024-07-07,2024-07-08,368,368.0
PO-02563,SKU-086,2025-01-15,2025-02-02,2025-02-14,312,312.0
PO-00435,SKU-015,29-Jan-2025,2025-02-12,2025-02-12,482,482.0
PO-02178,SKU-074,2024-01-17,2024-02-07,2024-02-08,274,193.0
PO-02418,SKU-081,2025-10-08,2025-10-22,2025-10-23,339,339.0
PO-00544,SKU-018,2025-12-24,2026-01-07,,622,
PO-00384,SKU-013,17/09/2025,2025-10-08,2025-10-08,443,443.0
PO-02975,SKU-100,2024-08-21,2024-09-04,2024-09-04,446,446.0
PO-00291,SKU-010,2025-05-14,2025-06-01,2025-06-02,539,539.0
PO-02781,SKU-093,2025-06-25,2025-07-16,2025-08-02,342,342.0
PO-01788,SKU-060,2025-11-05,2025-11-23,2025-11-23,266,266.0
PO-01984,SKU-067,2024-11-27,2024-12-15,2024-12-18,388,388.0
PO-01433,SKU-049,2024-03-20,2024-04-07,2024-04-26,496,496.0
PO-02546,SKU-085,17/12/2025,2026-01-07,,410,
PO-01119,SKU-038,11-Dec-2024,2024-12-29,2024-12-29,513,513.0
PO-02340,SKU-079,2024-10-16,2024-10-30,2024-10-30,412,412.0
PO-02917,SKU-098,2024-09-18,2024-10-06,2024-10-08,421,421.0
PO-01496,SKU-051,2024-06-05,2024-06-26,2024-07-11,-508,508.0
PO-02033,SKU-069,2024-02-21,2024-03-13,2024-03-15,339,339.0
PO-01528,SKU-052,2024-07-10,2024-07-28,2024-07-28,574,574.0
PO-00907,SKU-031,2024-07-17,2024-07-31,2024-07-31,346,346.0
PO-02627,SKU-088,2025-02-19,2025-03-05,2025-03-05,592,592.0
PO-01836,SKU-062,2024-12-18,2025-01-08,2025-01-12,322,322.0
PO-00374,SKU-013,01-Jan-2025,2025-01-22,2025-01-23,398,398.0
PO-02767,SKU-093,24/07/2024,2024-08-14,2024-08-17,297,297.0
PO-02397,SKU-081,29-May-2024,2024-06-12,2024-06-12,277,277.0
PO-01718,SKU-058,2024-12-04,2024-12-22,2024-12-23,561,561.0
PO-01084,SKU-037,06-26-2024,2024-07-10,2024-07-10,319,319.0
PO-01391,SKU-047,2025-04-16,2025-04-30,2025-05-01,277,277.0
PO-02385,SKU-080,13-Aug-2025,2025-09-03,2025-09-03,454,454.0
PO-01214,SKU-041,2025-08-20,2025-09-10,2025-09-12,416,416.0
PO-00543,SKU-018,2025-12-17,2025-12-31,,423,
PO-00031,SKU-001,2025-12-24,2026-01-11,,813,
PO-01061,SKU-036,2025-01-08,2025-01-22,2025-01-26,362,362.0
PO-00918,SKU-031,2025-04-09,2025-04-23,2025-04-24,289,289.0
PO-01832,SKU-062,11-Sep-2024,2024-10-02,2024-10-02,254,254.0
PO-01822,SKU-061,2025-12-24,2026-01-11,,687,
PO-02934,SKU-098,2025-11-05,2025-11-23,2025-11-25,516,516.0
PO-01894,SKU-064,2024-11-27,2024-12-11,2024-12-14,313,313.0
PO-02650,SKU-089,2024-08-14,2024-08-28,2024-09-02,449,449.0
PO-01247,SKU-042,2025-10-15,2025-10-29,2025-11-02,442,442.0
PO-01707,SKU-058,2024-03-20,2024-04-07,2024-04-17,438,438.0
PO-00108,SKU-004,2025-04-30,2025-05-18,2025-05-18,539,539.0
PO-00380,SKU-013,2025-05-28,2025-06-18,2025-07-05,348,348.0
PO-02250,SKU-076,2024-10-09,2024-10-30,2024-10-31,355,355.0
PO-02869,SKU-096,09-Jul-2025,2025-07-23,2025-07-23,309,309.0
PO-01996,SKU-067,10/09/2025,2025-09-28,2025-09-29,212,212.0
PO-00385,SKU-013,15/10/2025,2025-11-05,2025-11-09,562,531.0
PO-02746,SKU-092,2025-03-05,2025-03-19,2025-03-19,316,316.0
PO-01791,SKU-060,2025-12-24,2026-01-11,,368,
PO-01680,SKU-057,2024-05-22,2024-06-05,2024-06-05,445,445.0
PO-02521,SKU-085,2024-04-17,2024-05-08,2024-05-20,432,432.0
PO-00883,SKU-030,2025-01-22,2025-02-12,2025-02-12,357,357.0
PO-00611,SKU-021,2024-07-17,2024-07-31,2024-08-04,365,365.0
PO-01213,SKU-041,2025-07-16,2025-08-06,2025-08-08,341,341.0
PO-01030,SKU-035,2024-11-27,2024-12-15,2024-12-17,330,330.0
PO-01670,SKU-056,2025-08-27,2025-09-14,2025-09-16,399,399.0
PO-02765,SKU-093,2024-06-05,2024-06-26,2024-07-10,417,417.0
PO-00461,SKU-016,07-24-2024,2024-08-14,2024-08-16,276,276.0
PO-00659,SKU-022,2025-10-29,2025-11-12,2025-11-12,420,420.0
PO-02592,SKU-087,2024-12-25,2025-01-12,2025-01-12,523,523.0
PO-01037,SKU-035,2025-05-21,2025-06-08,2025-06-08,373,373.0
PO-00299,SKU-010,2025-12-24,2026-01-11,,461,
PO-01974,SKU-067,2024-03-27,2024-04-14,2024-04-24,197,197.0
PO-00910,SKU-031,18/09/2024,2024-10-02,2024-10-02,404,404.0
PO-02191,SKU-074,2024-11-20,2024-12-11,2024-12-11,376,376.0
PO-02952,SKU-099,2025-02-05,2025-02-26,2025-02-27,390,390.0
PO-01406,SKU-048,2024-05-01,2024-05-19,2024-05-22,289,289.0
PO-00631,SKU-021,2025-12-10,2025-12-24,2025-12-24,303,303.0
PO-01555, SKU-053 ,2024-06-05,2024-06-26,2024-07-18,327,327.0
PO-00712,SKU-024,25/06/2025,2025-07-13,2025-07-13,359,359.0
PO-02345,SKU-079,2025-02-12,2025-02-26,2025-02-28,456,456.0
PO-02578,SKU-086,2025-12-24,2026-01-11,,535,
PO-02894,SKU-097,2025-03-05,2025-03-23,2025-04-10,323,323.0
PO-00025,SKU-001,27/08/2025,2025-09-14,2025-09-15,460,460.0
PO-01985,SKU-067,25/12/2024,2025-01-12,2025-01-15,248,248.0
PO-01335,SKU-045,2025-08-27,2025-09-10,2025-09-11,487,380.0
PO-01417,SKU-048,2025-02-12,2025-03-02,2025-03-19,308,308.0
PO-01439,SKU-049,08-21-2024,2024-09-08,2024-09-08,455,455.0
PO-00801,SKU-027,2025-07-16,2025-08-06,2025-08-07,404,404.0
PO-01803,SKU-061,2024-10-16,2024-11-03,2024-11-03,362,362.0
PO-01115,SKU-038,2024-09-11,2024-09-29,2024-09-29,496,496.0
PO-00734,SKU-025,2024-12-18,2025-01-01,2025-01-04,365,365.0
PO-02677,SKU-090,12/06/2024,2024-06-26,2024-06-26,569,569.0
PO-02379,SKU-080,26-Mar-2025,2025-04-16,2025-04-16,485,485.0
PO-02113,SKU-071,02/07/2025,2025-07-20,2025-07-20,413,413.0
PO-00309,SKU-011,28/08/2024,2024-09-11,2024-09-11,427,427.0
PO-02639,SKU-088,2025-11-19,2025-12-03,2025-12-04,535,535.0
PO-00733,SKU-025,2024-11-27,2024-12-11,2024-12-11,328,328.0
PO-02845,SKU-095,10/12/2025,2025-12-24,,454,
PO-00503,SKU-017,2025-04-30,2025-05-14,2025-05-14,448,448.0
PO-02837,SKU-095,2025-06-04,2025-06-18,2025-06-22,642,458.0
PO-00564,SKU-019,2025-05-28,2025-06-15,2025-06-16,289,289.0
PO-00368,SKU-013,07-Aug-2024,2024-08-28,2024-08-30,420,420.0
PO-00970,SKU-033,2024-11-20,2024-12-11,2024-12-12,395,293.0
PO-01854,SKU-063,2024-02-14,2024-02-28,2024-02-29,416,416.0
PO-00759,SKU-026,07-31-2024,2024-08-14,2024-08-14,496,357.0
PO-02452,SKU-082,2025-12-10,2025-12-28,,390,
PO-00879,SKU-030,2024-10-16,2024-11-06,2024-11-09,366,366.0
PO-00811,SKU-028,2024-02-21,2024-03-13,2024-03-13,443,443.0
PO-00376,SKU-013,19/02/2025,2025-03-12,2025-03-13,372,372.0
PO-01608,SKU-054,22-Oct-2025,2025-11-05,2025-11-07,351,351.0
PO-00308,SKU-011,2024-07-31,2024-08-14,2024-08-16,405,405.0
PO-01540,SKU-052,2025-04-30,2025-05-18,2025-05-18,556,556.0
PO-00614,SKU-021,2024-10-02,2024-10-16,2024-10-18,237,237.0
PO-02409,SKU-081,2025-02-26,2025-03-12,2025-03-12,248,248.0
PO-02280,SKU-077,2024-11-20,2024-12-04,2024-12-04,450,450.0
PO-00446,SKU-015,2025-09-17,2025-10-01,2025-10-04,441,441.0
PO-01027,SKU-035,2024-08-28,2024-09-15,2024-09-15,409,409.0
PO-02180,SKU-074,2024-02-28,2024-03-20,2024-03-21,417,417.0
PO-00653,SKU-022,2025-06-18,2025-07-02,2025-07-02,466,466.0
PO-01794,SKU-061,2024-03-27,2024-04-14,2024-05-02,397,345.0
PO-02886,SKU-097,2024-08-21,2024-09-08,2024-09-08,413,413.0
PO-02305,SKU-078,2024-07-03,2024-07-24,2024-07-24,291,291.0
PO-02880,SKU-097,2024-03-20,2024-04-07,2024-04-16,367,367.0
PO-01933,SKU-065,2025-07-16,2025-08-06,2025-08-06,436,436.0
PO-02300,SKU-078,2024-02-28,2024-03-20,2024-03-22,332,332.0
PO-02068,SKU-070,2024-06-12,2024-06-26,2024-06-26,406,406.0
PO-00899,SKU-030,24-Dec-2025,2026-01-14,,867,
PO-00791,SKU-027,06-Nov-2024,2024-11-27,2024-11-27,301,301.0
PO-01330,SKU-045,2025-04-23,2025-05-07,2025-05-07,595,595.0
PO-00434,SKU-015,2025-01-08,2025-01-22,2025-01-22,396,396.0
PO-00880,SKU-030,2024-11-06,2024-11-27,2024-11-29,416,416.0
PO-00129,SKU-005,2024-09-25,2024-10-09,2024-10-09,281,281.0
PO-01469,SKU-050,2024-07-24,2024-08-07,2024-08-07,403,403.0
PO-00086,SKU-003,2025-10-08,2025-10-22,2025-10-22,439,439.0
PO-02713,SKU-091,2024-11-13,2024-11-27,2024-12-01,404,404.0
PO-02405,SKU-081,20/11/2024,2024-12-04,2024-12-04,322,322.0
PO-02922,SKU-098,15/01/2025,2025-02-02,2025-02-13,377,377.0
PO-02142,SKU-072,2025-08-13,2025-09-03,2025-09-03,331,331.0
PO-02279,SKU-077,2024-10-30,2024-11-13,2024-11-14,394,394.0
PO-02047,SKU-069,2025-01-29,2025-02-19,2025-02-23,267,267.0
PO-01382,SKU-047,11/09/2024,2024-09-25,2024-09-27,304,304.0
PO-01569,SKU-053,2025-05-14,2025-06-04,2025-06-18,477,477.0
PO-01769,SKU-060,2024-07-03,2024-07-21,2024-07-21,343,343.0
PO-00730,SKU-025,2024-09-25,2024-10-09,2024-10-09,436,436.0
PO-02670,SKU-089,10-Dec-2025,2025-12-24,2025-12-24,485,485.0
PO-00023,SKU-001,2025-07-09,2025-07-27,2025-07-27,464,464.0
PO-02904,SKU-097,2025-11-19,2025-12-07,2025-12-08,432,432.0
PO-00924,SKU-031,2025-09-03,2025-09-17,2025-09-19,316,316.0
PO-00865,SKU-029,2025-11-26,2025-12-10,2025-12-10,550,550.0
PO-00257,SKU-009,19-Feb-2025,2025-03-05,2025-03-07,277,277.0
PO-01224,SKU-042,17-Apr-2024,2024-05-01,2024-05-01,393,393.0
PO-01778,SKU-060,2025-02-19,2025-03-09,2025-03-24,320,320.0
PO-01505,SKU-051,2024-12-25,2025-01-15,2025-01-15,462,462.0
PO-02664,SKU-089,09-Jul-2025,2025-07-23,2025-07-25,386,386.0
PO-00164,SKU-006,15/01/2025,2025-01-29,2025-01-29,436,436.0
PO-01202,SKU-041,09/10/2024,2024-10-30,2024-10-31,382,382.0
PO-00717,SKU-024,2025-10-15,2025-11-02,2025-11-02,534,534.0
PO-02577,SKU-086,2025-12-17,2026-01-04,,451,
PO-02625,SKU-088,2025-01-08,2025-01-22,2025-01-22,469,469.0
PO-01978,SKU-067,07-10-2024,2024-07-28,2024-07-29,245,245.0
PO-02923,SKU-098,2025-02-05,2025-02-23,2025-03-10,506,506.0
PO-01508,SKU-051,26/02/2025,2025-03-19,2025-03-19,374,323.0
PO-01705,SKU-058,2024-01-31,2024-02-18,2024-02-29,463,463.0
PO-02129,SKU-072,2024-09-25,2024-10-16,2024-10-16,293,293.0
PO-00339,SKU-012,24/07/2024,2024-08-07,2024-08-07,451,451.0
PO-02690,SKU-090,2025-04-23,2025-05-07,2025-05-08,505,505.0
PO-01122,SKU-038,2025-02-26,2025-03-16,2025-04-03,512,512.0
PO-01166,SKU-040,13-Mar-2024,2024-03-27,2024-03-27,361,361.0
PO-01342,SKU-045,2025-12-24,2026-01-07,,596,
PO-00249,SKU-009,14/08/2024,2024-08-28,2024-08-28,285,285.0
PO-00246,SKU-009,2024-06-05,2024-06-19,2024-06-22,276,276.0
PO-00752,SKU-026,2024-02-21,2024-03-06,2024-03-06,504,504.0
PO-01574,SKU-053,2025-09-10,2025-10-01,2025-10-01,335,335.0
PO-01361,SKU-046,2025-04-09,2025-04-27,2025-04-29,546,546.0
PO-00750,SKU-025,2025-12-24,2026-01-07,,494,
PO-01975,SKU-067,2024-04-17,2024-05-05,2024-05-05,383,383.0
PO-01965,SKU-066,2025-09-03,2025-09-24,2025-09-24,256,256.0
PO-00487,SKU-017,04-17-2024,2024-05-01,2024-05-03,524,524.0
PO-01874,SKU-063,07-30-2025,2025-08-13,2025-08-13,579,579.0
PO-02568,SKU-086,2025-05-21,2025-06-08,2025-06-08,334,334.0
PO-00046,SKU-002,12-25-2024,2025-01-12,2025-01-17,466,466.0
PO-02116,SKU-071,2025-09-17,2025-10-05,2025-10-05,291,291.0
PO-00429,SKU-015,08-28-2024,2024-09-11,2024-09-15,555,555.0
PO-02692,SKU-090,2025-06-18,2025-07-02,2025-07-03,531,531.0
PO-00489,SKU-017,2024-06-05,2024-06-19,2024-06-19,445,445.0
PO-01098,SKU-037,2025-05-28,2025-06-11,2025-06-12,366,366.0
PO-02870,SKU-096,2025-07-30,2025-08-13,2025-08-13,369,369.0
PO-00180,SKU-006,2025-12-24,2026-01-07,,476,
PO-00854,SKU-029,2025-02-12,2025-02-26,2025-02-28,479,479.0
PO-00153,SKU-006,2024-05-01,2024-05-15,2024-05-16,338,338.0
PO-00963,SKU-033,2024-05-29,2024-06-19,2024-07-11,516,516.0
PO-02048,SKU-069,2025-02-19,2025-03-12,2025-03-12,332,332.0
PO-01450,SKU-049,2025-04-30,2025-05-18,2025-05-18,450,450.0
PO-01325,SKU-045,2024-12-18,2025-01-01,2025-01-01,584,584.0
PO-02927,SKU-098,2025-05-21,2025-06-08,2025-06-08,430,430.0
PO-01558,SKU-053,2024-08-28,2024-09-18,2024-09-19,421,421.0
PO-01947,SKU-066,2024-06-12,2024-07-03,2024-07-21,257,257.0
PO-02132,SKU-072,04/12/2024,2024-12-25,2024-12-25,323,323.0
PO-01079,SKU-037,28/02/2024,2024-03-13,2024-03-16,306,306.0
PO-01441,SKU-049,2024-10-09,2024-10-27,2024-10-28,408,408.0
PO-02935,SKU-098,2025-11-26,2025-12-14,2025-12-14,521,476.0
PO-02891,SKU-097,2024-12-18,2025-01-05,2025-01-07,330,330.0
PO-00273,SKU-010,2024-02-28,2024-03-17,2024-03-29,493,493.0
PO-01941,SKU-065,24-Dec-2025,2026-01-14,,536,
PO-01557,SKU-053,2024-07-31,2024-08-21,2024-08-22,458,458.0
PO-02089,SKU-070,2025-11-12,2025-11-26,2025-11-27,411,411.0
